Medicine,Side Effect,Seriousness,Severity Score,Frequency,Active Ingredient,Alternatives
Loperamide,Asthenia,Serious,0,2087,loperamide hydrochloride,"loperamide  , phthalylsulfathiazole , neomycin"
Loperamide,Pneumonia,Serious,0,2085,loperamide hydrochloride,"loperamide  , phthalylsulfathiazole , neomycin"
Loperamide,Pyrexia,Serious,0.2,2075,loperamide hydrochloride,"loperamide  , phthalylsulfathiazole , neomycin"
Loperamide,Drug interaction,Serious,0.4,2027,loperamide hydrochloride,"loperamide  , phthalylsulfathiazole , neomycin"
Loperamide,Fall,Serious,0.2,2026,loperamide hydrochloride,"loperamide  , phthalylsulfathiazole , neomycin"
Mebendazole,Drug ineffective,Serious,0.4,4225,mebendazole,"mebendazole , tinidazole , niclosamide "
Mebendazole,Nausea,Serious,0.6,3636,mebendazole,"mebendazole , tinidazole , niclosamide "
Mebendazole,Fatigue,Serious,0,3495,mebendazole,"mebendazole , tinidazole , niclosamide "
Mebendazole,Diarrhoea,Serious,0,3334,mebendazole,"mebendazole , tinidazole , niclosamide "
Mebendazole,Dyspnoea,Serious,0.2,3221,mebendazole,"mebendazole , tinidazole , niclosamide "
Mebendazole,Vomiting,Serious,0.4,2586,mebendazole,"mebendazole , tinidazole , niclosamide "
Mebendazole,Headache,Serious,0,2564,mebendazole,"mebendazole , tinidazole , niclosamide "
Mebendazole,Dizziness,Serious,0,2477,mebendazole,"mebendazole , tinidazole , niclosamide "
Mebendazole,Pain,Serious,0,2437,mebendazole,"mebendazole , tinidazole , niclosamide "
Mebendazole,Malaise,Serious,0.6,2120,mebendazole,"mebendazole , tinidazole , niclosamide "
Mebendazole,Asthenia,Serious,0.2,2087,mebendazole,"mebendazole , tinidazole , niclosamide "
Mebendazole,Pneumonia,Serious,0.2,2085,mebendazole,"mebendazole , tinidazole , niclosamide "
Mebendazole,Pyrexia,Serious,0.2,2075,mebendazole,"mebendazole , tinidazole , niclosamide "
Mebendazole,Drug interaction,Serious,0,2027,mebendazole,"mebendazole , tinidazole , niclosamide "
Mebendazole,Fall,Serious,0,2026,mebendazole,"mebendazole , tinidazole , niclosamide "
Miconazole,Drug ineffective,Non-Serious,0,4225,miconazole nitrate,"monistat , miconazole , clotrimazole ,  econazole"
Miconazole,Nausea,Serious,0,3636,miconazole nitrate,"monistat , miconazole , clotrimazole ,  econazole"
Miconazole,Fatigue,Serious,0.2,3495,miconazole nitrate,"monistat , miconazole , clotrimazole ,  econazole"
Miconazole,Diarrhoea,Serious,0.5,3334,miconazole nitrate,"monistat , miconazole , clotrimazole ,  econazole"
Miconazole,Dyspnoea,Serious,0.2,3221,miconazole nitrate,"monistat , miconazole , clotrimazole ,  econazole"
Miconazole,Vomiting,Serious,0.5,2586,miconazole nitrate,"monistat , miconazole , clotrimazole ,  econazole"
Miconazole,Headache,Non-Serious,0,2564,miconazole nitrate,"monistat , miconazole , clotrimazole ,  econazole"
Miconazole,Dizziness,Serious,0.2,2477,miconazole nitrate,"monistat , miconazole , clotrimazole ,  econazole"
Miconazole,Pain,Serious,0,2437,miconazole nitrate,"monistat , miconazole , clotrimazole ,  econazole"
Miconazole,Malaise,Serious,0.6,2120,miconazole nitrate,"monistat , miconazole , clotrimazole ,  econazole"
Miconazole,Asthenia,Serious,0.2,2087,miconazole nitrate,"monistat , miconazole , clotrimazole ,  econazole"
Miconazole,Pneumonia,Serious,0.2,2085,miconazole nitrate,"monistat , miconazole , clotrimazole ,  econazole"
Miconazole,Pyrexia,Serious,0.2,2075,miconazole nitrate,"monistat , miconazole , clotrimazole ,  econazole"
Miconazole,Drug interaction,Serious,0.4,2027,miconazole nitrate,"monistat , miconazole , clotrimazole ,  econazole"
Miconazole,Fall,Serious,0.2,2026,miconazole nitrate,"monistat , miconazole , clotrimazole ,  econazole"
Mirtazapine,Drug ineffective,Serious,0,4225,mirtazapine hemihydrate,"remeron , mirataz"
Mirtazapine,Nausea,Serious,0.2,3636,mirtazapine hemihydrate,"remeron , mirataz"
Mirtazapine,Fatigue,Non-Serious,0,3495,mirtazapine hemihydrate,"remeron , mirataz"
Mirtazapine,Diarrhoea,Non-Serious,0,3334,mirtazapine hemihydrate,"remeron , mirataz"
Mirtazapine,Dyspnoea,Serious,0,3221,mirtazapine hemihydrate,"remeron , mirataz"
Mirtazapine,Vomiting,Serious,0,2586,mirtazapine hemihydrate,"remeron , mirataz"
Mirtazapine,Headache,Serious,0.4,2564,mirtazapine hemihydrate,"remeron , mirataz"
Mirtazapine,Dizziness,Serious,0,2477,mirtazapine hemihydrate,"remeron , mirataz"
Mirtazapine,Pain,Serious,0.4,2437,mirtazapine hemihydrate,"remeron , mirataz"
Mirtazapine,Malaise,Serious,0,2120,mirtazapine hemihydrate,"remeron , mirataz"
Mirtazapine,Asthenia,Serious,0,2087,mirtazapine hemihydrate,"remeron , mirataz"
Mirtazapine,Pneumonia,Serious,0.4,2085,mirtazapine hemihydrate,"remeron , mirataz"
Mirtazapine,Pyrexia,Serious,0,2075,mirtazapine hemihydrate,"remeron , mirataz"
Mirtazapine,Drug interaction,Serious,0.2,2027,mirtazapine hemihydrate,"remeron , mirataz"
Mirtazapine,Fall,Serious,0.4,2026,mirtazapine hemihydrate,"remeron , mirataz"
Mometasone,Drug ineffective,Non-Serious,0,4225,mometasone furoate monohydrate,"mometasone , salicylic acid , formoterol "
Mometasone,Nausea,Serious,0,3636,mometasone furoate monohydrate,"mometasone , salicylic acid , formoterol "
Mometasone,Fatigue,Serious,0,3495,mometasone furoate monohydrate,"mometasone , salicylic acid , formoterol "
Mometasone,Diarrhoea,Non-Serious,0,3334,mometasone furoate monohydrate,"mometasone , salicylic acid , formoterol "
Mometasone,Dyspnoea,Serious,0.1,3221,mometasone furoate monohydrate,"mometasone , salicylic acid , formoterol "
Mometasone,Vomiting,Non-Serious,0,2586,mometasone furoate monohydrate,"mometasone , salicylic acid , formoterol "
Mometasone,Headache,Non-Serious,0,2564,mometasone furoate monohydrate,"mometasone , salicylic acid , formoterol "
Mometasone,Dizziness,Serious,0.2,2477,mometasone furoate monohydrate,"mometasone , salicylic acid , formoterol "
Mometasone,Pain,Serious,1.8,2437,mometasone furoate monohydrate,"mometasone , salicylic acid , formoterol "
Mometasone,Malaise,Serious,0,2120,mometasone furoate monohydrate,"mometasone , salicylic acid , formoterol "
Mometasone,Asthenia,Serious,0.2,2087,mometasone furoate monohydrate,"mometasone , salicylic acid , formoterol "
Mometasone,Pneumonia,Serious,0.2,2085,mometasone furoate monohydrate,"mometasone , salicylic acid , formoterol "
Mometasone,Pyrexia,Serious,0.2,2075,mometasone furoate monohydrate,"mometasone , salicylic acid , formoterol "
Mometasone,Drug interaction,Serious,0,2027,mometasone furoate monohydrate,"mometasone , salicylic acid , formoterol "
Mometasone,Fall,Serious,0.6,2026,mometasone furoate monohydrate,"mometasone , salicylic acid , formoterol "
Mycophenolate mofetil,Drug ineffective,Serious,0,4225,mycophenolate mofetil hydrochloride,"myhibbin , cellcept"
Mycophenolate mofetil,Nausea,Serious,0.6,3636,mycophenolate mofetil hydrochloride,"myhibbin , cellcept"
Mycophenolate mofetil,Fatigue,Serious,0.2,3495,mycophenolate mofetil hydrochloride,"myhibbin , cellcept"
Mycophenolate mofetil,Diarrhoea,Serious,0.2,3334,mycophenolate mofetil hydrochloride,"myhibbin , cellcept"
Mycophenolate mofetil,Dyspnoea,Serious,0,3221,mycophenolate mofetil hydrochloride,"myhibbin , cellcept"
Mycophenolate mofetil,Vomiting,Serious,0,2586,mycophenolate mofetil hydrochloride,"myhibbin , cellcept"
Mycophenolate mofetil,Headache,Serious,0,2564,mycophenolate mofetil hydrochloride,"myhibbin , cellcept"
Mycophenolate mofetil,Dizziness,Serious,0,2477,mycophenolate mofetil hydrochloride,"myhibbin , cellcept"
Mycophenolate mofetil,Pain,Serious,1.7,2437,mycophenolate mofetil hydrochloride,"myhibbin , cellcept"
Mycophenolate mofetil,Malaise,Serious,0,2120,mycophenolate mofetil hydrochloride,"myhibbin , cellcept"
Mycophenolate mofetil,Asthenia,Serious,0,2087,mycophenolate mofetil hydrochloride,"myhibbin , cellcept"
Mycophenolate mofetil,Pneumonia,Serious,0,2085,mycophenolate mofetil hydrochloride,"myhibbin , cellcept"
Mycophenolate mofetil,Pyrexia,Serious,0.2,2075,mycophenolate mofetil hydrochloride,"myhibbin , cellcept"
Mycophenolate mofetil,Drug interaction,Serious,0,2027,mycophenolate mofetil hydrochloride,"myhibbin , cellcept"
Mycophenolate mofetil,Fall,Serious,0.2,2026,mycophenolate mofetil hydrochloride,"myhibbin , cellcept"
Nadolol,Drug ineffective,Non-Serious,0,4225,nadolol,"bendroflumethiazide , propranolol , topamax"
Nadolol,Nausea,Non-Serious,0,3636,nadolol,"bendroflumethiazide , propranolol , topamax"
Nadolol,Fatigue,Non-Serious,0,3495,nadolol,"bendroflumethiazide , propranolol , topamax"
Nadolol,Diarrhoea,Serious,0.4,3334,nadolol,"bendroflumethiazide , propranolol , topamax"
Nadolol,Dyspnoea,Serious,0.2,3221,nadolol,"bendroflumethiazide , propranolol , topamax"
Nadolol,Vomiting,Serious,0.2,2586,nadolol,"bendroflumethiazide , propranolol , topamax"
Nadolol,Headache,Serious,0.2,2564,nadolol,"bendroflumethiazide , propranolol , topamax"
Nadolol,Dizziness,Non-Serious,0,2477,nadolol,"bendroflumethiazide , propranolol , topamax"
Nadolol,Pain,Serious,0.4,2437,nadolol,"bendroflumethiazide , propranolol , topamax"
Nadolol,Malaise,Serious,0.2,2120,nadolol,"bendroflumethiazide , propranolol , topamax"
Nadolol,Asthenia,Non-Serious,0,2087,nadolol,"bendroflumethiazide , propranolol , topamax"
Nadolol,Pneumonia,Serious,0.2,2085,nadolol,"bendroflumethiazide , propranolol , topamax"
Nadolol,Pyrexia,Serious,0.2,2075,nadolol,"bendroflumethiazide , propranolol , topamax"
Nadolol,Drug interaction,Serious,0.6,2027,nadolol,"bendroflumethiazide , propranolol , topamax"
Nadolol,Fall,Serious,0.4,2026,nadolol,"bendroflumethiazide , propranolol , topamax"
Nifedipine,Drug ineffective,Non-Serious,0,4225,nifedipine,"mefruside , nifedipine, ergoloid mesylates"
Nifedipine,Nausea,Serious,0,3636,nifedipine,"mefruside , nifedipine, ergoloid mesylates"
Nifedipine,Fatigue,Serious,0,3495,nifedipine,"mefruside , nifedipine, ergoloid mesylates"
Nifedipine,Diarrhoea,Non-Serious,0,3334,nifedipine,"mefruside , nifedipine, ergoloid mesylates"
Nifedipine,Dyspnoea,Serious,0.2,3221,nifedipine,"mefruside , nifedipine, ergoloid mesylates"
Nifedipine,Vomiting,Serious,0.2,2586,nifedipine,"mefruside , nifedipine, ergoloid mesylates"
Nifedipine,Headache,Serious,0,2564,nifedipine,"mefruside , nifedipine, ergoloid mesylates"
Nifedipine,Dizziness,Serious,0,2477,nifedipine,"mefruside , nifedipine, ergoloid mesylates"
Nifedipine,Pain,Serious,0.2,2437,nifedipine,"mefruside , nifedipine, ergoloid mesylates"
Nifedipine,Malaise,Non-Serious,0,2120,nifedipine,"mefruside , nifedipine, ergoloid mesylates"
Nifedipine,Asthenia,Serious,0,2087,nifedipine,"mefruside , nifedipine, ergoloid mesylates"
Nifedipine,Pneumonia,Serious,0.2,2085,nifedipine,"mefruside , nifedipine, ergoloid mesylates"
Nifedipine,Pyrexia,Serious,0.2,2075,nifedipine,"mefruside , nifedipine, ergoloid mesylates"
Nifedipine,Drug interaction,Serious,0,2027,nifedipine,"mefruside , nifedipine, ergoloid mesylates"
Nifedipine,Fall,Serious,0.2,2026,nifedipine,"mefruside , nifedipine, ergoloid mesylates"
Nitroglycerin,Drug ineffective,Non-Serious,0,4225,nitroglycerin,"nitroglycerin, atropine , theobromine, caffeine "
Nitroglycerin,Nausea,Serious,0,3636,nitroglycerin,"nitroglycerin, atropine , theobromine, caffeine "
Nitroglycerin,Fatigue,Serious,0,3495,nitroglycerin,"nitroglycerin, atropine , theobromine, caffeine "
Nitroglycerin,Diarrhoea,Serious,0.2,3334,nitroglycerin,"nitroglycerin, atropine , theobromine, caffeine "
Nitroglycerin,Dyspnoea,Serious,0,3221,nitroglycerin,"nitroglycerin, atropine , theobromine, caffeine "
Nitroglycerin,Vomiting,Non-Serious,0,2586,nitroglycerin,"nitroglycerin, atropine , theobromine, caffeine "
Nitroglycerin,Headache,Non-Serious,0,2564,nitroglycerin,"nitroglycerin, atropine , theobromine, caffeine "
Nitroglycerin,Dizziness,Serious,0,2477,nitroglycerin,"nitroglycerin, atropine , theobromine, caffeine "
Nitroglycerin,Pain,Serious,0,2437,nitroglycerin,"nitroglycerin, atropine , theobromine, caffeine "
Nitroglycerin,Malaise,Serious,0,2120,nitroglycerin,"nitroglycerin, atropine , theobromine, caffeine "
Nitroglycerin,Asthenia,Serious,0.2,2087,nitroglycerin,"nitroglycerin, atropine , theobromine, caffeine "
Nitroglycerin,Pneumonia,Non-Serious,0,2085,nitroglycerin,"nitroglycerin, atropine , theobromine, caffeine "
Nitroglycerin,Pyrexia,Non-Serious,0,2075,nitroglycerin,"nitroglycerin, atropine , theobromine, caffeine "
Nitroglycerin,Drug interaction,Serious,0,2027,nitroglycerin,"nitroglycerin, atropine , theobromine, caffeine "
Nitroglycerin,Fall,Non-Serious,0,2026,nitroglycerin,"nitroglycerin, atropine , theobromine, caffeine "
Nortriptyline,Drug ineffective,Non-Serious,0,4225,nortriptyline hydrochloride,"nortriptyline , perphenazine, fluphenazine "
Nortriptyline,Nausea,Serious,0.1,3636,nortriptyline hydrochloride,"nortriptyline , perphenazine, fluphenazine "
Nortriptyline,Fatigue,Serious,0.1,3495,nortriptyline hydrochloride,"nortriptyline , perphenazine, fluphenazine "
Nortriptyline,Diarrhoea,Non-Serious,0,3334,nortriptyline hydrochloride,"nortriptyline , perphenazine, fluphenazine "
Nortriptyline,Dyspnoea,Serious,0,3221,nortriptyline hydrochloride,"nortriptyline , perphenazine, fluphenazine "
Nortriptyline,Vomiting,Serious,0.1,2586,nortriptyline hydrochloride,"nortriptyline , perphenazine, fluphenazine "
Nortriptyline,Headache,Non-Serious,0,2564,nortriptyline hydrochloride,"nortriptyline , perphenazine, fluphenazine "
Nortriptyline,Dizziness,Non-Serious,0,2477,nortriptyline hydrochloride,"nortriptyline , perphenazine, fluphenazine "
Nortriptyline,Pain,Non-Serious,0,2437,nortriptyline hydrochloride,"nortriptyline , perphenazine, fluphenazine "
Nortriptyline,Malaise,Non-Serious,0,2120,nortriptyline hydrochloride,"nortriptyline , perphenazine, fluphenazine "
Nortriptyline,Asthenia,Serious,0.1,2087,nortriptyline hydrochloride,"nortriptyline , perphenazine, fluphenazine "
Nortriptyline,Pneumonia,Serious,0.2,2085,nortriptyline hydrochloride,"nortriptyline , perphenazine, fluphenazine "
Nortriptyline,Pyrexia,Serious,0.2,2075,nortriptyline hydrochloride,"nortriptyline , perphenazine, fluphenazine "
Nortriptyline,Drug interaction,Serious,0,2027,nortriptyline hydrochloride,"nortriptyline , perphenazine, fluphenazine "
Nortriptyline,Fall,Serious,0.2,2026,nortriptyline hydrochloride,"nortriptyline , perphenazine, fluphenazine "
Ofloxacin,Drug ineffective,Non-Serious,0,4225,ofloxacin,"floxin , ocuflox ,  ofloxacin"
Ofloxacin,Nausea,Serious,0.3,3636,ofloxacin,"floxin , ocuflox ,  ofloxacin"
Ofloxacin,Fatigue,Serious,0.2,3495,ofloxacin,"floxin , ocuflox ,  ofloxacin"
Ofloxacin,Diarrhoea,Non-Serious,0,3334,ofloxacin,"floxin , ocuflox ,  ofloxacin"
Ofloxacin,Dyspnoea,Serious,0.6,3221,ofloxacin,"floxin , ocuflox ,  ofloxacin"
Ofloxacin,Vomiting,Serious,0.3,2586,ofloxacin,"floxin , ocuflox ,  ofloxacin"
Ofloxacin,Headache,Serious,0,2564,ofloxacin,"floxin , ocuflox ,  ofloxacin"
Ofloxacin,Dizziness,Serious,0,2477,ofloxacin,"floxin , ocuflox ,  ofloxacin"
Ofloxacin,Pain,Non-Serious,0,2437,ofloxacin,"floxin , ocuflox ,  ofloxacin"
Ofloxacin,Malaise,Serious,0.2,2120,ofloxacin,"floxin , ocuflox ,  ofloxacin"
Ofloxacin,Asthenia,Serious,0,2087,ofloxacin,"floxin , ocuflox ,  ofloxacin"
Ofloxacin,Pneumonia,Serious,0.2,2085,ofloxacin,"floxin , ocuflox ,  ofloxacin"
Ofloxacin,Pyrexia,Serious,0.2,2075,ofloxacin,"floxin , ocuflox ,  ofloxacin"
Ofloxacin,Drug interaction,Serious,0.3,2027,ofloxacin,"floxin , ocuflox ,  ofloxacin"
Ofloxacin,Fall,Serious,0.6,2026,ofloxacin,"floxin , ocuflox ,  ofloxacin"
Omeprazole,Drug ineffective,Serious,0,4225,omeprazole sodium,"amoxicillin , clarithromycin , omeclamox"
Omeprazole,Nausea,Serious,0,3636,omeprazole sodium,"amoxicillin , clarithromycin , omeclamox"
Omeprazole,Fatigue,Non-Serious,0,3495,omeprazole sodium,"amoxicillin , clarithromycin , omeclamox"
Omeprazole,Diarrhoea,Non-Serious,0,3334,omeprazole sodium,"amoxicillin , clarithromycin , omeclamox"
Omeprazole,Dyspnoea,Serious,0.2,3221,omeprazole sodium,"amoxicillin , clarithromycin , omeclamox"
Omeprazole,Vomiting,Non-Serious,0,2586,omeprazole sodium,"amoxicillin , clarithromycin , omeclamox"
Omeprazole,Headache,Serious,0,2564,omeprazole sodium,"amoxicillin , clarithromycin , omeclamox"
Omeprazole,Dizziness,Non-Serious,0,2477,omeprazole sodium,"amoxicillin , clarithromycin , omeclamox"
Omeprazole,Pain,Non-Serious,0,2437,omeprazole sodium,"amoxicillin , clarithromycin , omeclamox"
Omeprazole,Malaise,Non-Serious,0,2120,omeprazole sodium,"amoxicillin , clarithromycin , omeclamox"
Omeprazole,Asthenia,Non-Serious,0,2087,omeprazole sodium,"amoxicillin , clarithromycin , omeclamox"
Omeprazole,Pneumonia,Serious,0.2,2085,omeprazole sodium,"amoxicillin , clarithromycin , omeclamox"
Omeprazole,Pyrexia,Serious,0.2,2075,omeprazole sodium,"amoxicillin , clarithromycin , omeclamox"
Omeprazole,Drug interaction,Serious,0.3,2027,omeprazole sodium,"amoxicillin , clarithromycin , omeclamox"
Omeprazole,Fall,Serious,0,2026,omeprazole sodium,"amoxicillin , clarithromycin , omeclamox"
Ondansetron,Drug ineffective,Serious,0.6,4225,ondansetron hydrochloride,"zofran , promethazine , cannabinoids"
Ondansetron,Nausea,Serious,0.2,3636,ondansetron hydrochloride,"zofran , promethazine , cannabinoids"
Ondansetron,Fatigue,Serious,0.6,3495,ondansetron hydrochloride,"zofran , promethazine , cannabinoids"
Ondansetron,Diarrhoea,Serious,0.6,3334,ondansetron hydrochloride,"zofran , promethazine , cannabinoids"
Ondansetron,Dyspnoea,Serious,0.2,3221,ondansetron hydrochloride,"zofran , promethazine , cannabinoids"
Ondansetron,Vomiting,Serious,0.2,2586,ondansetron hydrochloride,"zofran , promethazine , cannabinoids"
Ondansetron,Headache,Serious,0.6,2564,ondansetron hydrochloride,"zofran , promethazine , cannabinoids"
Ondansetron,Dizziness,Serious,0.2,2477,ondansetron hydrochloride,"zofran , promethazine , cannabinoids"
Ondansetron,Pain,Serious,0.2,2437,ondansetron hydrochloride,"zofran , promethazine , cannabinoids"
Ondansetron,Malaise,Serious,0.5,2120,ondansetron hydrochloride,"zofran , promethazine , cannabinoids"
Ondansetron,Asthenia,Serious,0.4,2087,ondansetron hydrochloride,"zofran , promethazine , cannabinoids"
Ondansetron,Pneumonia,Serious,0.3,2085,ondansetron hydrochloride,"zofran , promethazine , cannabinoids"
Ondansetron,Pyrexia,Serious,0.2,2075,ondansetron hydrochloride,"zofran , promethazine , cannabinoids"
Ondansetron,Drug interaction,Serious,0,2027,ondansetron hydrochloride,"zofran , promethazine , cannabinoids"
Ondansetron,Fall,Serious,0.2,2026,ondansetron hydrochloride,"zofran , promethazine , cannabinoids"
Oxcarbazepine,Drug ineffective,Serious,0.2,4225,oxcarbazepine,"seroquel , vraylar , abilify , lithium"
Oxcarbazepine,Nausea,Non-Serious,0,3636,oxcarbazepine,"seroquel , vraylar , abilify , lithium"
Oxcarbazepine,Fatigue,Non-Serious,0,3495,oxcarbazepine,"seroquel , vraylar , abilify , lithium"
Oxcarbazepine,Diarrhoea,Serious,0,3334,oxcarbazepine,"seroquel , vraylar , abilify , lithium"
Oxcarbazepine,Dyspnoea,Serious,0.2,3221,oxcarbazepine,"seroquel , vraylar , abilify , lithium"
Oxcarbazepine,Vomiting,Serious,0.2,2586,oxcarbazepine,"seroquel , vraylar , abilify , lithium"
Oxcarbazepine,Headache,Serious,0.2,2564,oxcarbazepine,"seroquel , vraylar , abilify , lithium"
Oxcarbazepine,Dizziness,Serious,0.2,2477,oxcarbazepine,"seroquel , vraylar , abilify , lithium"
Oxcarbazepine,Pain,Serious,0,2437,oxcarbazepine,"seroquel , vraylar , abilify , lithium"
Oxcarbazepine,Malaise,Serious,0,2120,oxcarbazepine,"seroquel , vraylar , abilify , lithium"
Oxcarbazepine,Asthenia,Serious,0.3,2087,oxcarbazepine,"seroquel , vraylar , abilify , lithium"
Oxcarbazepine,Pneumonia,Serious,0.2,2085,oxcarbazepine,"seroquel , vraylar , abilify , lithium"
Oxcarbazepine,Pyrexia,Serious,0.2,2075,oxcarbazepine,"seroquel , vraylar , abilify , lithium"
Oxcarbazepine,Drug interaction,Serious,0.2,2027,oxcarbazepine,"seroquel , vraylar , abilify , lithium"
Oxcarbazepine,Fall,Serious,0.2,2026,oxcarbazepine,"seroquel , vraylar , abilify , lithium"
Paroxetine,Drug ineffective,Serious,0.2,4225,"paroxetine hydrochloride, hemihydrate","alprazolam , buspirone , lorazepam."
Paroxetine,Nausea,Serious,0,3636,"paroxetine hydrochloride, hemihydrate","alprazolam , buspirone , lorazepam."
Paroxetine,Fatigue,Non-Serious,0,3495,"paroxetine hydrochloride, hemihydrate","alprazolam , buspirone , lorazepam."
Paroxetine,Diarrhoea,Serious,0.2,3334,"paroxetine hydrochloride, hemihydrate","alprazolam , buspirone , lorazepam."
Paroxetine,Dyspnoea,Serious,0,3221,"paroxetine hydrochloride, hemihydrate","alprazolam , buspirone , lorazepam."
Paroxetine,Vomiting,Serious,0,2586,"paroxetine hydrochloride, hemihydrate","alprazolam , buspirone , lorazepam."
Paroxetine,Headache,Serious,0,2564,"paroxetine hydrochloride, hemihydrate","alprazolam , buspirone , lorazepam."
Paroxetine,Dizziness,Serious,0.2,2477,"paroxetine hydrochloride, hemihydrate","alprazolam , buspirone , lorazepam."
Paroxetine,Pain,Serious,0.5,2437,"paroxetine hydrochloride, hemihydrate","alprazolam , buspirone , lorazepam."
Paroxetine,Malaise,Serious,0.2,2120,"paroxetine hydrochloride, hemihydrate","alprazolam , buspirone , lorazepam."
Paroxetine,Asthenia,Serious,0,2087,"paroxetine hydrochloride, hemihydrate","alprazolam , buspirone , lorazepam."
Paroxetine,Pneumonia,Serious,0.2,2085,"paroxetine hydrochloride, hemihydrate","alprazolam , buspirone , lorazepam."
Paroxetine,Pyrexia,Serious,0.6,2075,"paroxetine hydrochloride, hemihydrate","alprazolam , buspirone , lorazepam."
Paroxetine,Drug interaction,Serious,0.9,2027,"paroxetine hydrochloride, hemihydrate","alprazolam , buspirone , lorazepam."
Paroxetine,Fall,Non-Serious,0,2026,"paroxetine hydrochloride, hemihydrate","alprazolam , buspirone , lorazepam."
Phenytoin,Drug ineffective,Serious,0,4225,phenytoin sodium,"phenytoin, aminobutyrate , phenobarbital , calcium carbonate "
Phenytoin,Nausea,Serious,0,3636,phenytoin sodium,"phenytoin, aminobutyrate , phenobarbital , calcium carbonate "
Phenytoin,Fatigue,Non-Serious,0,3495,phenytoin sodium,"phenytoin, aminobutyrate , phenobarbital , calcium carbonate "
Phenytoin,Diarrhoea,Non-Serious,0,3334,phenytoin sodium,"phenytoin, aminobutyrate , phenobarbital , calcium carbonate "
Phenytoin,Dyspnoea,Serious,0.5,3221,phenytoin sodium,"phenytoin, aminobutyrate , phenobarbital , calcium carbonate "
Phenytoin,Vomiting,Serious,0,2586,phenytoin sodium,"phenytoin, aminobutyrate , phenobarbital , calcium carbonate "
Phenytoin,Headache,Serious,0,2564,phenytoin sodium,"phenytoin, aminobutyrate , phenobarbital , calcium carbonate "
Phenytoin,Dizziness,Serious,0.2,2477,phenytoin sodium,"phenytoin, aminobutyrate , phenobarbital , calcium carbonate "
Phenytoin,Pain,Serious,0.5,2437,phenytoin sodium,"phenytoin, aminobutyrate , phenobarbital , calcium carbonate "
Phenytoin,Malaise,Serious,0,2120,phenytoin sodium,"phenytoin, aminobutyrate , phenobarbital , calcium carbonate "
Phenytoin,Asthenia,Serious,0.2,2087,phenytoin sodium,"phenytoin, aminobutyrate , phenobarbital , calcium carbonate "
Phenytoin,Pneumonia,Serious,0.2,2085,phenytoin sodium,"phenytoin, aminobutyrate , phenobarbital , calcium carbonate "
Phenytoin,Pyrexia,Serious,0,2075,phenytoin sodium,"phenytoin, aminobutyrate , phenobarbital , calcium carbonate "
Phenytoin,Drug interaction,Serious,0.2,2027,phenytoin sodium,"phenytoin, aminobutyrate , phenobarbital , calcium carbonate "
Phenytoin,Fall,Serious,0,2026,phenytoin sodium,"phenytoin, aminobutyrate , phenobarbital , calcium carbonate "
Polymyxin B,Drug ineffective,Serious,0.4,4225,polymyxin B sulfate,"polymyxin B, lidocaine , triamcinolone"
Polymyxin B,Nausea,Serious,0.2,3636,polymyxin B sulfate,"polymyxin B, lidocaine , triamcinolone"
Polymyxin B,Fatigue,Serious,0.2,3495,polymyxin B sulfate,"polymyxin B, lidocaine , triamcinolone"
Polymyxin B,Diarrhoea,Serious,0.6,3334,polymyxin B sulfate,"polymyxin B, lidocaine , triamcinolone"
Polymyxin B,Dyspnoea,Serious,0.2,3221,polymyxin B sulfate,"polymyxin B, lidocaine , triamcinolone"
Polymyxin B,Vomiting,Serious,0.2,2586,polymyxin B sulfate,"polymyxin B, lidocaine , triamcinolone"
Polymyxin B,Headache,Serious,0,2564,polymyxin B sulfate,"polymyxin B, lidocaine , triamcinolone"
Polymyxin B,Dizziness,Serious,0.2,2477,polymyxin B sulfate,"polymyxin B, lidocaine , triamcinolone"
Polymyxin B,Pain,Serious,0.3,2437,polymyxin B sulfate,"polymyxin B, lidocaine , triamcinolone"
Polymyxin B,Malaise,Serious,0.2,2120,polymyxin B sulfate,"polymyxin B, lidocaine , triamcinolone"
Polymyxin B,Asthenia,Serious,0,2087,polymyxin B sulfate,"polymyxin B, lidocaine , triamcinolone"
Polymyxin B,Pneumonia,Serious,0.2,2085,polymyxin B sulfate,"polymyxin B, lidocaine , triamcinolone"
Polymyxin B,Pyrexia,Serious,0.4,2075,polymyxin B sulfate,"polymyxin B, lidocaine , triamcinolone"
Polymyxin B,Drug interaction,Serious,0.2,2027,polymyxin B sulfate,"polymyxin B, lidocaine , triamcinolone"
Polymyxin B,Fall,Serious,0.2,2026,polymyxin B sulfate,"polymyxin B, lidocaine , triamcinolone"
Prochlorperazine,Drug ineffective,Serious,0,4225,prochlorperazine mesylate,"prochlorperazine, isopropamide , compazine"
Prochlorperazine,Nausea,Serious,0.2,3636,prochlorperazine mesylate,"prochlorperazine, isopropamide , compazine"
Prochlorperazine,Fatigue,Non-Serious,0,3495,prochlorperazine mesylate,"prochlorperazine, isopropamide , compazine"
Prochlorperazine,Diarrhoea,Serious,0.5,3334,prochlorperazine mesylate,"prochlorperazine, isopropamide , compazine"
Prochlorperazine,Dyspnoea,Non-Serious,0,3221,prochlorperazine mesylate,"prochlorperazine, isopropamide , compazine"
Prochlorperazine,Vomiting,Serious,0.2,2586,prochlorperazine mesylate,"prochlorperazine, isopropamide , compazine"
